label,x_0,y_0,z_0,x_1,y_1,z_1,x_2,y_2,z_2,x_3,y_3,z_3,x_4,y_4,z_4,x_5,y_5,z_5,x_6,y_6,z_6,x_7,y_7,z_7,x_8,y_8,z_8,x_9,y_9,z_9,x_10,y_10,z_10,x_11,y_11,z_11,x_12,y_12,z_12,x_13,y_13,z_13,x_14,y_14,z_14,x_15,y_15,z_15,x_16,y_16,z_16,x_17,y_17,z_17,x_18,y_18,z_18,x_19,y_19,z_19,x_20,y_20,z_20
yoq,0.019844793609920416,-0.003074094845308289,0.0017522537835015254,0.21275258403535463,0.01845801166117782,-0.02464295438136951,0.36235563604108584,0.0550175664704831,-0.015946521722085726,0.4887971792617127,0.1454721322502154,-0.004418078600885045,0.6268314475083621,-0.08486555465800165,-0.025795474265789167,0.2520608215730522,0.4490940167737331,0.013471792929706947,0.3312771182402043,0.6560438583194106,0.0025116079733450386,0.41835649860647434,0.876760763924272,0.003199980431203075,0.5577180430476735,0.6486985839408614,0.008822391612666201,0.17005844112691926,0.4992170964399328,-0.016105282719699996,0.2734639516442908,0.7250572954350385,0.0017947338134031933,0.37665372577229395,0.9299435238998285,0.017605588647228297,0.5368615121310234,0.7397536475269303,0.007257545524390563,0.10942476222341811,0.5249076373686098,0.007160178345133301,0.23041668958380432,0.7217985357461127,0.02996891441834207,0.3194230383231211,0.9582056862317636,-0.00847508003311578,0.4840810106339807,0.7107356202413019,-0.01198148765769188,0.03231097586909662,0.5132831124534097,-0.04815172837041681,0.16380039242877864,0.7127451124773265,-0.024840270531064284,0.1847520540287723,0.8757341225186107,-0.00042651137765343887,0.3393791181979341,0.6258727247055533,0.006931292730852119
doktor,0.018077120201284057,0.0006291243556091252,0.003714227864814296,0.21990656362003727,0.08664961772514224,-0.020139985375492817,0.26626296631102764,0.1931932892742789,0.00714807525907994,0.4261835646972419,0.24745776974784012,0.0025555148751027364,0.511854791613043,0.18079933455067948,-0.011929515899700283,0.036251792808575115,0.505393037374866,-0.017345605898733647,0.0598700610307821,0.7598173984404806,-0.006333218491994472,0.10849333429999881,0.9418585005419658,-0.004460149619652173,0.17182042004945858,0.9115588985422874,0.022188726361148697,0.00635726632452413,0.5565435048581782,0.0031850832583868276,0.0729979605390767,0.7895972369895892,-0.02065864197588094,0.08463923638338033,0.977989825572177,-0.009915149592749717,0.1730993531406128,0.9906523987163592,-0.009744662101814414,-0.043014493710414894,0.483930640738139,0.006856391234292309,0.007071185289008754,0.789326541676059,0.007852579870668931,0.05065398886305595,0.9707547027735585,-0.02747820060483363,0.06798884771711158,0.9380131363966955,0.012358308119256551,-0.05795884296685644,0.4567363617812109,-0.0006709510424377159,-0.026645640515721866,0.6844703914117533,0.012946731798769125,-0.02328910888408474,0.8551869027100862,-0.002953469924291845,0.025127557076313443,0.8207425898313495,0.00029840836765283223
ovqat,0.015588706954523851,-0.001441658554684486,0.007800341257237459,0.1890674819888476,0.16634810553557722,-0.027028495475552198,0.2722899481026622,0.24336896922878723,-0.015092594918081582,0.301728903860523,0.3293534083392655,0.00871756929710398,0.41013721211496107,0.24465419138016006,0.004332415808336934,-0.05453580025035694,0.48346262256538486,-0.010321127313249287,-0.10965170276277103,0.76503740494607,-0.004735534501813359,-0.16362793013869872,0.9967045428805954,0.008741070962585713,-0.12990344953839375,0.8711984452989857,-0.02900845307756901,-0.11062572499604763,0.5188996658773561,-0.004345662430821271,-0.15851874224200999,0.7528117545876328,-0.0027093608673715106,-0.20803832476486128,0.9697441442831336,-0.04142341524469563,-0.16153614482164905,0.8957684404541469,-0.00725878771825474,-0.1788875656810438,0.4483280213947298,0.013485787668374893,-0.20344556541081418,0.7145354931412625,0.001767137883695453,-0.2374164053666598,0.9341736732513022,-0.02857860477079396,-0.20865073023505845,0.79287298832455,0.016438564355703,-0.20362738455500526,0.37385320060382804,0.02873431782538971,-0.2627400081253169,0.5993297714598235,0.042097822132309684,-0.2838715489258194,0.7999565678434835,-0.018929044712476785,-0.2038764090208628,0.6616062126252265,-0.004902885926854917
suv,-0.02103160335063459,-0.0005451335937358777,0.0020782676832314263,0.18163017349654395,0.10667460586694423,-0.011401184362340755,0.25458024816373953,0.22112431228556678,-0.002209045583711433,0.28470541864710575,0.3261936886247413,0.028864199799641763,0.4818818412258627,0.027293836326285178,-0.032632446099081315,0.02043178360594696,0.5066785994483574,-0.017817710861592072,-0.031149089200410755,0.753905033830428,0.006848820228233536,-0.04676000004677717,0.959637936820869,-0.020814496778236064,0.07144039068053432,0.7227051256244604,-0.020506359522822426,-0.0534849492682265,0.5183989312459995,0.032779200721754186,-0.0729456288775671,0.7665402839750107,-0.01584847342440985,-0.11744019022972517,1.0498754629445974,-0.007063596573324886,-0.020344619500382004,0.7539013488805817,0.015181580832370868,-0.12637159415445448,0.4796764600424945,0.03699200339818811,-0.13484308764044145,0.7562926156511709,0.013788764895848135,-0.17916382894458208,0.9552119733985317,-0.009427722953317294,-0.038946516938864924,0.6443637770797339,0.008375787673929597,-0.19017616392545308,0.4188226062241547,0.005546190215429737,-0.23112388005240897,0.6289471786324285,0.0018764753698801743,-0.257024704893385,0.8386758072835215,0.012454403313279043,-0.11443802412569291,0.5213779068877121,-0.003142067172569182
salom,0.03645338567695797,-0.014014431462873891,-0.013842171028971742,0.20527330912306338,0.07766924811753376,-0.025247948106754254,0.2851351364934465,0.19935014865881495,-0.018758454455402813,0.33736295473096084,0.23611494168463487,0.021503228117861317,0.3979604095155652,0.33636804011277943,-0.014122466076272705,0.0015034585159836918,0.4602000292077314,-0.014241310734836008,0.02554480931180938,0.7467703613423287,0.00181539312915768,0.012427366081439807,0.8751506239063194,-0.007938267123007041,-0.017337414820139743,0.9618524604063466,0.015047303719030713,-0.021862367915594497,0.502559476123173,0.012508558687414684,-0.02907386825579594,0.7384821594004323,0.022569516366294663,-0.0007672544861196465,0.9012210051911116,0.007875813504594646,-0.03733440644425235,0.9649732076948165,0.008159147340244527,-0.04980357893286203,0.4222031983656412,-0.0018951063471700483,-0.08443886952732843,0.712156538526517,0.0023920881273674973,-0.06256266837125757,0.8823124496351107,-0.028365307525862027,-0.04394381073354442,0.9687043380964774,0.002088765224490717,-0.10056136440694421,0.3695843268782844,-0.014624739306574071,-0.10453558374380408,0.6336501874444604,0.007944168612397825,-0.08705056399508102,0.7924648212127086,-0.007401623067571226,-0.09177215675662417,0.8445913381366609,-0.014243497741381695
ovqat,-0.009386536016322531,0.010157535382128987,-0.021491901121271393,0.18333449294025214,0.13633445070574457,-0.012304128747383902,0.23075069033029286,0.27728289238239767,0.010119705095361406,0.28634564963381925,0.3657083852203171,-0.003663980170223089,0.41313203627632816,0.22314286865572225,-0.0072616661266103975,-0.07377447774202364,0.5355271689004555,-0.004921419135502857,-0.14883732952170653,0.7751314322920285,0.002770468355050175,-0.15775937253808997,0.9493620203759403,0.002239863665915969,-0.1224753349278088,0.8666618084110892,0.012519243586591733,-0.09886294660893197,0.48997946726465713,-0.01452006678811092,-0.1855351780124774,0.766539691144144,-0.007239982426045496,-0.21592335488605982,0.9582426334349043,0.009413984148964834,-0.173679648666286,0.9118751971629403,0.014017044221838087,-0.17126826786103874,0.4608800322845387,0.005780614288757663,-0.2271708169405289,0.7386460849884737,0.007313058272660315,-0.23690947493892295,0.88955646064298,0.015163292721703834,-0.22175504734150683,0.8428192411136957,0.030688206726576038,-0.18216479747851422,0.40351415997629875,0.02592685076100799,-0.22823892062961515,0.6499943857847748,-0.009099607554208794,-0.3178774354028655,0.7942473442496203,0.024612233694181272,-0.25777400360225794,0.6839035625162551,0.008594866759731125
yoq,0.019055417964552984,0.06550834639770683,-0.0032583025405265678,0.18503737695229638,0.03091054544037532,-0.018401950937546176,0.37209099222809133,0.08878022057404242,-0.023793573115957208,0.45471795773006635,0.13914359511642488,0.022621375285508723,0.6656273357913642,-0.12003899951035212,-0.02396172831312645,0.22181093980828215,0.4503423257619874,-0.012416412319697777,0.35181546585536305,0.6920737334275803,-0.018510721464472163,0.384507427669501,0.8467713578008375,0.01233847379959687,0.5645046367854221,0.6279640590934911,-0.012599339020305314,0.1988847406168445,0.4918874715239854,0.019739503460034037,0.29188018574340135,0.7322847541233384,0.005269356117077931,0.34624966792121586,0.9119484170149212,0.030747864924970492,0.5612901840119603,0.7405712426013229,-0.01166108704438056,0.11816275504693,0.5506993975999204,-0.027406502638449123,0.23692090685969355,0.7272957362284159,0.000501252746305207,0.3213437012982409,0.9317264745987988,0.006256200724324957,0.4745136525434994,0.7261339110607627,0.026895437865662654,0.04231517740564314,0.5269075809649805,-0.001691297756405503,0.12751469193845794,0.7292053398105476,-0.036612706358281115,0.18887451601339017,0.8488625949380076,-0.020203102580854768,0.3550295298619089,0.6548597183760673,-0.00024738939613102256
yoq,-0.0007731168700476374,0.048329314262923556,0.03425197866260028,0.20536324549472929,-0.005844566969785074,-0.011093022927835719,0.34330324027015213,0.053994989012822944,-0.017249426299207143,0.48815315380756247,0.11163932383279129,-0.03124993432761212,0.6322589968371504,-0.1473554723382571,0.0054820682910870526,0.21710229103229367,0.43757795988118564,0.010231202948082748,0.3380900846540727,0.6522907508653331,0.009957226576834791,0.3983088831218614,0.8131511687191204,-0.00866617823030082,0.5762709834292564,0.6717768473428187,0.008300348717571687,0.1630783166163645,0.5074434242509493,0.009452600092501056,0.2791516861756477,0.733477323583461,0.009473511663276932,0.36186107376365,0.9181111008128615,0.0024365629852543683,0.5269439201712403,0.7285118117030479,0.020889578854426518,0.1722298514061778,0.531840455705196,-0.0053007153187800875,0.24094658289912682,0.7271619031223369,-0.008277676616630909,0.3441466530148117,0.939267376115571,-0.044709395527240674,0.462758623994853,0.7049445094309994,0.0038645233533431923,0.06508963534727684,0.5114324603426094,0.0028838657012189915,0.1469373801357228,0.6709814494708378,0.009490696821529549,0.22280817847748316,0.8507143269680965,-0.0015332587450914298,0.3455545660822222,0.6246108019467568,0.00816832005467492
ha,0.017986208799201764,-0.015632654974458027,-0.03479892537648639,0.14442414526612712,0.19393231828845356,0.001445322585991432,0.1702270577664983,0.30474610451077777,0.008634277497960615,0.16927782540174474,0.4332972755716865,0.018565007878524924,0.2519491565264114,0.18370442672005102,0.0048918377001209825,-0.18427171733055933,0.4765511471932117,-0.03462431288304617,-0.31436348880272624,0.6907450888928707,0.022090660018682304,-0.40068153630201997,0.8515100095049449,0.02027411314210873,-0.3761496128902655,0.6496809866657929,-0.015898698704413638,-0.24681966853400492,0.4453803998741425,-0.009061790669899136,-0.3958902834332998,0.6709412603145306,0.02136474126653962,-0.505320423663633,0.8903650647181651,-0.01988940986564345,-0.44193654446936304,0.68075538136511,-0.006419041424767623,-0.30366537983585923,0.38122043297178004,-0.02014000225634747,-0.43886148208941284,0.6509153923011282,-0.008294351365925918,-0.5452249830374901,0.7868105570957914,0.01953277407483959,-0.47012003110497796,0.5148630247878363,0.04083120044766998,-0.3520160442867231,0.30542641061321035,0.019210006104618475,-0.46396924560389646,0.4801226809377294,-0.00603286639498309,-0.5378326421606586,0.6467458685733775,-0.00809517947578445,-0.4669386188051641,0.4249408086143562,-0.023542031015689305
salom,0.00226265441495089,-0.04335901846522127,0.024074087958759018,0.16598348827501658,0.05278320660511644,0.017006101289961762,0.2585251698498811,0.17906412596822505,0.028655977628645583,0.3498507839497722,0.2821348389560516,-0.008526365101213892,0.41665085985535755,0.2713073179335278,0.01776639250648076,-0.013565929893944463,0.44502550582259187,0.016738569653529947,-0.022630374590027487,0.6937715808278884,-0.019176271882262827,-0.0027331185699056367,0.8831399382876253,0.02191091519704003,0.0025568437406901443,0.9579723262459336,0.01523874878496049,-0.01791568969808048,0.4603557832607068,0.0006014248248641124,-0.018584430641222293,0.7560793479347547,-0.0026277147631781337,-0.035641290427404715,0.9187747883193889,0.0031515070963897473,-0.014226721473310057,1.0111389356528546,-0.029994516168402673,-0.05001343535187018,0.46271127957237274,0.033724543015396284,-0.09181595975350192,0.7189208726772065,0.02931616847201066,-0.06683957646185065,0.8652762384659823,-0.04439241127456313,-0.08442675855724951,0.9612055164891287,0.0009079675094194072,-0.10500536707972404,0.42451819872448027,-0.0007781638072455472,-0.10413000456978495,0.6172881099319468,-0.022950767980673886,-0.08738912523249719,0.7598194312903628,-0.006729616180944481,-0.07003859919121715,0.8314677065334107,-0.008813081954814922
